rescomp_id,resource_component,avgannchange,normal,data_elements,yrsposttreat
73,Plant productivity and health,9,0.356781891,Percent Composition,11.42
73,Plant productivity and health,9,0.395850903,Bare Ground,20.5
73,Plant productivity and health,8.33,0.000709274,Plant Density,20.5
73,Plant productivity and health,7.6,0.020173785,Plant Canopy Cover,19.5
73,Plant productivity and health,7.6,0.020173785,Plant Canopy Cover,19.5
73,Plant productivity and health,6,0.015926672,Plant Canopy Cover,20.5
73,Plant productivity and health,6,0.263900602,Bare Ground,20.5
73,Plant productivity and health,4.9,0.013006783,Plant Canopy Cover,19.5
73,Plant productivity and health,4.8,0.012741338,Plant Canopy Cover,19.5
73,Plant productivity and health,4,0.158569729,Percent Composition,7.42
73,Plant productivity and health,4,0.175933734,Bare Ground,20.5
73,Plant productivity and health,3.8,0.010086893,Plant Canopy Cover,20.5
73,Plant productivity and health,3.5,0.009290559,Plant Canopy Cover,20.5
73,Plant productivity and health,3,0.20521914,Plant Foliar Cover,10
74,Plant structure and composition,-15.89,-0.003404513,Plant Density,18
74,Plant structure and composition,-16,-0.042471127,Plant Canopy Cover,7.42
74,Plant structure and composition,-16.67,-0.156040175,Plant Density,20.5
74,Plant structure and composition,-16.67,-0.000709274,Plant Density,43
74,Plant structure and composition,-16.67,-0.000141855,Plant Density,40
74,Plant structure and composition,-18.18,-0.001418547,Plant Density,15
74,Plant structure and composition,-18.37,-0.000127669,Plant Density,18
74,Plant structure and composition,-18.42,-0.154419094,Plant Height,14
74,Plant structure and composition,-19,-0.96864951,Bare Ground and Rock,7.42
74,Plant structure and composition,-21.57,-0.001560402,Plant Density,27
74,Plant structure and composition,-22.22,-0.000141855,Plant Density,15
74,Plant structure and composition,-23.08,-0.000425564,Plant Density,15
74,Plant structure and composition,-24.8,-1.316584967,Plant Basal Cover,13
74,Plant structure and composition,-25,-1.044043934,Litter Cover,19.5
74,Plant structure and composition,-26.47,-0.000638346,Plant Density,37
74,Plant structure and composition,-26.67,-0.100153034,Plant Number,14
74,Plant structure and composition,-27,-1.376501935,Bare Ground and Rock,11.42
74,Plant structure and composition,-27.12,-0.379028686,Plant Height,14
74,Plant structure and composition,-28,-1.169329206,Litter Cover,19.5
74,Plant structure and composition,-28.57,-0.002837094,Plant Density,20
74,Plant structure and composition,-30,-0.004255641,Plant Density,20.5
74,Plant structure and composition,-33.33,-0.028370941,Plant Density,19.5
74,Plant structure and composition,-35.71,-0.000354637,Plant Density,20
74,Plant structure and composition,-36,-1.427127565,Percent Composition,7.42
74,Plant structure and composition,-37.17,-0.589600179,Plant Height,14
74,Plant structure and composition,-37.88,-0.354636762,Plant Density,20.5
74,Plant structure and composition,-40,-1.670470294,Litter Cover,19.5
74,Plant structure and composition,-40,-0.07717116,"Standing Biomass, Total",7.42
74,Plant structure and composition,-42.86,-0.002127821,Plant Density,37
74,Plant structure and composition,-45.83,-0.007802009,Plant Density,34
74,Plant structure and composition,-48,-2.004564353,Litter Cover,20.5
74,Plant structure and composition,-50,-0.002837094,Plant Density,24
74,Plant structure and composition,-51.25,-0.005816043,Plant Density,34
74,Plant structure and composition,-53,-2.21337314,Litter Cover,19.5
74,Plant structure and composition,-54.12,-0.326265821,Plant Density,19.5
74,Plant structure and composition,-56,-2.219976212,Percent Composition,11.42
74,Plant structure and composition,-59.68,-0.000524862,Plant Density,24
74,Plant structure and composition,-60,-2.505705441,Litter Cover,19.5
74,Plant structure and composition,-62.12,-0.581604289,Plant Density,20.5
74,Plant structure and composition,-62.61,-0.001021354,Plant Density,37
74,Plant structure and composition,-64.29,-0.000638346,Plant Density,43
74,Plant structure and composition,-65.22,-0.11575674,"Standing Biomass, Total",11.42
74,Plant structure and composition,-66.67,-0.000709274,Plant Density,40
74,Plant structure and composition,-67.58,-1.539852898,Plant Number,14
74,Plant structure and composition,-74.73,-3.517875319,Plant Number,14
74,Plant structure and composition,-75,-0.001276692,Plant Density,19.5
74,Plant structure and composition,-75,-0.112672163,Plant Number,14
74,Plant structure and composition,-78.26,-0.001276692,Plant Density,20.5
74,Plant structure and composition,-80,-0.482305996,Plant Density,19.5
74,Plant structure and composition,-83.33,-0.000354637,Plant Density,34
74,Plant structure and composition,-87.06,-0.524862408,Plant Density,19.5
74,Plant structure and composition,-88.33,-0.075182994,Plant Density,19.5
74,Plant structure and composition,-90,-0.000638346,Plant Density,46
74,Plant structure and composition,-91.67,-0.000780201,Plant Density,27
74,Plant structure and composition,-95.95,-1.777716353,Plant Number,14
74,Plant structure and composition,141.98,1.423571686,"Standing Biomass, Live",3.75
74,Plant structure and composition,102.47,1.027447391,"Standing Biomass, Live",3.75
74,Plant structure and composition,97.53,0.977931854,"Standing Biomass, Live",3.75
74,Plant structure and composition,97.53,0.977931854,"Standing Biomass, Live",2.75
74,Plant structure and composition,72.84,0.73035417,"Standing Biomass, Live",2.75
74,Plant structure and composition,43.21,0.433260948,"Standing Biomass, Live",2.75
74,Plant structure and composition,41.67,1.773183809,Plant Density,3.75
74,Plant structure and composition,18.52,0.185683263,"Standing Biomass, Live",1.75
74,Plant structure and composition,14.5,2.965403287,Foliar Cover,27
74,Plant structure and composition,12,0.031853345,Plant Canopy Cover,3.75
74,Plant structure and composition,11.5,0.030526122,Plant Canopy Cover,3.75
74,Plant structure and composition,11.25,2.30074393,Foliar Cover,9
74,Plant structure and composition,11.11,0.111409958,"Standing Biomass, Live",1.75
74,Plant structure and composition,10.5,0.027871677,Plant Canopy Cover,3.75
74,Plant structure and composition,10,2.045105715,Foliar Cover,37
74,Plant structure and composition,8,1.636084572,Foliar Cover,34
74,Plant structure and composition,7.5,1.533829287,Foliar Cover,25
74,Plant structure and composition,6.25,0.354636762,Plant Density,3.75
74,Plant structure and composition,4.5,0.011945004,Plant Canopy Cover,3.75
74,Plant structure and composition,4.25,0.869169929,Foliar Cover,8
74,Plant structure and composition,3.5,0.715787,Foliar Cover,20
74,Plant structure and composition,3.5,0.715787,Foliar Cover,7
74,Plant structure and composition,3.33,0.141854705,Plant Density,3.75
74,Plant structure and composition,2.65,0.140683474,Plant Basal Cover,34
74,Plant structure and composition,2.5,0.511276429,Foliar Cover,6
74,Plant structure and composition,2,0.409021143,Foliar Cover,46
74,Plant structure and composition,2,0.409021143,Foliar Cover,1
74,Plant structure and composition,1.5,0.306765857,Foliar Cover,43
74,Plant structure and composition,1.5,0.306765857,Foliar Cover,43
74,Plant structure and composition,1.5,0.306765857,Foliar Cover,3
74,Plant structure and composition,1.35,0.07166894,Plant Basal Cover,37
74,Plant structure and composition,0.95,0.050433698,Plant Basal Cover,43
74,Plant structure and composition,0.6,0.001592667,Plant Canopy Cover,3.75
74,Plant structure and composition,0.6,0.031852862,Plant Basal Cover,40
74,Plant structure and composition,0.5,0.001327223,Plant Canopy Cover,3.75
74,Plant structure and composition,0.5,0.102255286,Foliar Cover,40
74,Plant structure and composition,0.5,0.102255286,Foliar Cover,5
74,Plant structure and composition,0.45,0.023889647,Plant Basal Cover,46
74,Plant structure and composition,0.45,0.023889647,Plant Basal Cover,27
74,Plant structure and composition,0.25,0.013272026,Plant Basal Cover,13
74,Plant structure and composition,0.25,0.051127643,Foliar Cover,40
74,Plant structure and composition,0.15,0.007963216,Plant Basal Cover,1
74,Plant structure and composition,0.1,0.020451057,Foliar Cover,18
74,Plant structure and composition,0,0,Plant Basal Cover,2
74,Plant structure and composition,0,0,Foliar Cover,34
74,Plant structure and composition,0,0,Foliar Cover,13
74,Plant structure and composition,-0.05,-0.002654405,Plant Basal Cover,8
74,Plant structure and composition,-0.05,-0.002654405,Plant Basal Cover,4
74,Plant structure and composition,-0.08,-0.003981608,Plant Basal Cover,7
74,Plant structure and composition,-0.1,-0.00530881,Plant Basal Cover,9
74,Plant structure and composition,-0.1,-0.00530881,Plant Basal Cover,6
74,Plant structure and composition,-0.1,-0.00530881,Plant Basal Cover,5
74,Plant structure and composition,-0.1,-0.00530881,Plant Basal Cover,3
74,Plant structure and composition,-0.25,-0.051127643,Foliar Cover,37
74,Plant structure and composition,-0.5,-0.001327223,Plant Canopy Cover,3.75
74,Plant structure and composition,-1,-0.204510572,Foliar Cover,4
74,Plant structure and composition,-1.5,-0.306765857,Foliar Cover,46
74,Plant structure and composition,-1.5,-0.306765857,Foliar Cover,2
74,Plant structure and composition,-2,-0.409021143,Foliar Cover,1
74,Plant structure and composition,-2.5,-0.511276429,Foliar Cover,27
74,Plant structure and composition,-2.7,-0.552178543,Foliar Cover,25
74,Plant structure and composition,-2.75,-0.562404072,Foliar Cover,20
74,Plant structure and composition,-3,-0.007963336,Plant Canopy Cover,3.75
74,Plant structure and composition,-3,-0.613531715,Foliar Cover,18
74,Plant structure and composition,-3,-0.613531715,Foliar Cover,13
74,Plant structure and composition,-3,-0.613531715,Foliar Cover,9
74,Plant structure and composition,-3,-0.613531715,Foliar Cover,8
74,Plant structure and composition,-3,-0.613531715,Foliar Cover,7
74,Plant structure and composition,-3,-0.613531715,Foliar Cover,6
74,Plant structure and composition,-3,-0.613531715,Foliar Cover,5
74,Plant structure and composition,-3,-0.613531715,Foliar Cover,4
74,Plant structure and composition,-3,-0.613531715,Foliar Cover,3
74,Plant structure and composition,-3,-0.613531715,Foliar Cover,2
74,Plant structure and composition,-4,-0.010617782,Plant Canopy Cover,3.75
74,Plant structure and composition,-5,-0.013272227,Plant Canopy Cover,3.75
74,Plant structure and composition,-5,-0.013272227,Plant Canopy Cover,3.75
74,Plant structure and composition,-8.9,-0.023624564,Plant Canopy Cover,3.75
74,Plant structure and composition,-9.5,-0.025217231,Plant Canopy Cover,3.75
74,Plant structure and composition,-10,-0.026544454,Plant Canopy Cover,3.75
74,Plant structure and composition,-12.5,-0.033180568,Plant Canopy Cover,3.75
74,Plant structure and composition,-12.68,-0.638346171,Plant Density,3.75
74,Plant structure and composition,-20.69,-0.851128229,Plant Density,3.75
74,Plant structure and composition,-25.93,-0.259956569,"Standing Biomass, Live",1.75
74,Plant structure and composition,-38.67,-2.056893219,Plant Density,3.75
74,Plant structure and composition,-44.45,-0.26597543,Plant Canopy Cover,1
74,Plant structure and composition,-53.09,-0.532292022,"Standing Biomass, Live",0.75
74,Plant structure and composition,-84.48,-3.475440266,Plant Density,3.75
74,Plant structure and composition,-88,-4.681205257,Plant Density,3.75
74,Plant structure and composition,-90,-3.830077028,Plant Density,3.75
74,Plant structure and composition,-91.67,-3.901004381,Plant Density,3.75
74,Plant structure and composition,-92.5,-5.248624076,Plant Density,3.75
74,Plant structure and composition,-92.96,-4.681205257,Plant Density,3.75
74,Plant structure and composition,-94.29,-0.868534538,Plant Canopy Cover,1
74,Plant structure and composition,-100,-0.019112007,Plant Canopy Cover,1
74,Plant structure and composition,1500,0.212782057,Plant Density,20.5
74,Plant structure and composition,1000,0.141854705,Plant Density,20.5
74,Plant structure and composition,788.89,0.547915237,"Standing Biomass, Total",11.42
74,Plant structure and composition,545.83,0.009291483,Plant Density,19.5
74,Plant structure and composition,465.22,0.007589227,Plant Density,20.5
74,Plant structure and composition,450,0.138908088,"Standing Biomass, Total",11.42
74,Plant structure and composition,425,0.00723459,Plant Density,19.5
74,Plant structure and composition,400,0.006525316,Plant Density,20.5
74,Plant structure and composition,383.33,0.326265821,Plant Density,19.5
74,Plant structure and composition,250,0.01418547,Plant Density,34
74,Plant structure and composition,204.35,0.362704453,"Standing Biomass, Total",7.42
74,Plant structure and composition,200,0.170225646,Plant Density,19.5
74,Plant structure and composition,200,0.028370941,Plant Density,20.5
74,Plant structure and composition,172.22,0.004397496,Plant Density,24
74,Plant structure and composition,164.71,0.019859659,Plant Density,19.5
74,Plant structure and composition,160.87,0.002624312,Plant Density,20.5
74,Plant structure and composition,158.33,0.013476197,Plant Density,20.5
74,Plant structure and composition,150,0.001276692,Plant Density,46
74,Plant structure and composition,141.18,0.017022565,Plant Density,19.5
74,Plant structure and composition,133.33,0.002837094,Plant Density,43
74,Plant structure and composition,128.57,0.006383462,Plant Density,37
74,Plant structure and composition,116.67,0.009929829,Plant Density,20.5
74,Plant structure and composition,111.76,0.013476197,Plant Density,19.5
74,Plant structure and composition,100,0.001702256,Plant Density,24
74,Plant structure and composition,88.64,0.005532333,Plant Density,15
74,Plant structure and composition,87.5,0.009929829,Plant Density,46
74,Plant structure and composition,80,0.000567419,Plant Density,40
74,Plant structure and composition,78.57,0.007802009,Plant Density,40
74,Plant structure and composition,77.27,0.00241153,Plant Density,18
74,Plant structure and composition,77.14,0.003830077,Plant Density,20
74,Plant structure and composition,71.43,0.001418547,Plant Density,20
74,Plant structure and composition,66.67,0.004255641,Plant Density,43
74,Plant structure and composition,66.67,0.001418547,Plant Density,27
74,Plant structure and composition,66.67,0.001134838,Plant Density,19.5
74,Plant structure and composition,64.71,0.007802009,Plant Density,19.5
74,Plant structure and composition,61,2.682989451,Bare Ground,19.5
74,Plant structure and composition,58.82,0.007092735,Plant Density,19.5
74,Plant structure and composition,55,2.419088849,Bare Ground,19.5
74,Plant structure and composition,50,0.007092735,Plant Density,20.5
74,Plant structure and composition,50,0.004255641,Plant Density,20.5
74,Plant structure and composition,50,0.002127821,Plant Density,27
74,Plant structure and composition,50,0.000851128,Plant Density,19.5
74,Plant structure and composition,47,1.863194321,Percent Composition,11.42
74,Plant structure and composition,44,1.935271079,Bare Ground,20.5
74,Plant structure and composition,40,1.759337345,Bare Ground,20.5
74,Plant structure and composition,38,0.100868926,Plant Canopy Cover,7.42
74,Plant structure and composition,34.12,0.205689322,Plant Density,19.5
74,Plant structure and composition,33,1.308200268,Percent Composition,7.42
74,Plant structure and composition,33,0.087596698,Plant Canopy Cover,11.42
74,Plant structure and composition,31.25,0.003546368,Plant Density,24
74,Plant structure and composition,30,0.002127821,Plant Density,43
74,Plant structure and composition,27,1.84697226,Plant Foliar Cover,21.67
74,Plant structure and composition,25,0.002127821,Plant Density,20.5
74,Plant structure and composition,25,1.099585841,Bare Ground,19.5
74,Plant structure and composition,25,0.012519129,Plant Number,14
74,Plant structure and composition,22.35,0.13476197,Plant Density,19.5
74,Plant structure and composition,21,0.923652106,Bare Ground,19.5
74,Plant structure and composition,19,1.29972122,Plant Foliar Cover,21.67
74,Plant structure and composition,18.18,0.001418547,Plant Density,46
74,Plant structure and composition,18,0.791701805,Bare Ground,19.5
74,Plant structure and composition,16.13,0.001773184,Plant Density,46
74,Plant structure and composition,15,0.039816681,Plant Canopy Cover,11.42
74,Plant structure and composition,13.58,0.559518537,Plant Height,14
74,Plant structure and composition,13.5,0.035835013,Plant Canopy Cover,20.5
74,Plant structure and composition,11.6,0.030791567,Plant Canopy Cover,20.5
74,Plant structure and composition,11.54,0.002127821,Plant Density,15
74,Plant structure and composition,11.5,0.030526122,Plant Canopy Cover,20.5
74,Plant structure and composition,10.6,0.028137121,Plant Canopy Cover,19.5
74,Plant structure and composition,9.9,0.02627901,Plant Canopy Cover,20.5
74,Plant structure and composition,9,0.356781891,Percent Composition,11.42
74,Plant structure and composition,9,0.395850903,Bare Ground,20.5
74,Plant structure and composition,8.7,0.001418547,Plant Density,27
74,Plant structure and composition,8.57,0.000212782,Plant Density,37
74,Plant structure and composition,8.33,0.000709274,Plant Density,20.5
74,Plant structure and composition,7.6,0.020173785,Plant Canopy Cover,19.5
74,Plant structure and composition,7.6,0.020173785,Plant Canopy Cover,19.5
74,Plant structure and composition,7.14,0.001418547,Plant Density,20
74,Plant structure and composition,7,1.431574001,Foliar Cover,37
74,Plant structure and composition,6,0.015926672,Plant Canopy Cover,20.5
74,Plant structure and composition,6,0.263900602,Bare Ground,20.5
74,Plant structure and composition,4.9,0.013006783,Plant Canopy Cover,19.5
74,Plant structure and composition,4.8,0.012741338,Plant Canopy Cover,19.5
74,Plant structure and composition,4,0.158569729,Percent Composition,7.42
74,Plant structure and composition,4,0.175933734,Bare Ground,20.5
74,Plant structure and composition,3.8,0.010086893,Plant Canopy Cover,20.5
74,Plant structure and composition,3.5,0.009290559,Plant Canopy Cover,20.5
74,Plant structure and composition,2.8,0.007432447,Plant Canopy Cover,19.5
74,Plant structure and composition,2.5,0.511276429,Foliar Cover,34
74,Plant structure and composition,2.4,0.006370669,Plant Canopy Cover,19.5
74,Plant structure and composition,2,0.005308891,Plant Canopy Cover,7.42
74,Plant structure and composition,1,0.002654445,Plant Canopy Cover,20.5
74,Plant structure and composition,1,0.002654445,Plant Canopy Cover,11.42
74,Plant structure and composition,1,0.053088104,Plant Basal Cover,37
74,Plant structure and composition,1,0.204510572,Foliar Cover,43
74,Plant structure and composition,1,0.06840638,Plant Foliar Cover,21.67
74,Plant structure and composition,0.9,0.047779293,Plant Basal Cover,34
74,Plant structure and composition,0.9,0.047779293,Plant Basal Cover,40
74,Plant structure and composition,0.6,0.031852862,Plant Basal Cover,34
74,Plant structure and composition,0.5,0.020880879,Litter Cover,20.5
74,Plant structure and composition,0.5,0.102255286,Foliar Cover,3
74,Plant structure and composition,0.4,0.001061778,Plant Canopy Cover,20.5
74,Plant structure and composition,0.3,0.015926431,Plant Basal Cover,27
74,Plant structure and composition,0.25,0.051127643,Foliar Cover,9
74,Plant structure and composition,0.25,0.013272026,Plant Basal Cover,46
74,Plant structure and composition,0.2,0.010617621,Plant Basal Cover,46
74,Plant structure and composition,0.15,0.007963216,Plant Basal Cover,43
74,Plant structure and composition,0.1,0.000265445,Plant Canopy Cover,20.5
74,Plant structure and composition,0.1,0.00530881,Plant Basal Cover,1
74,Plant structure and composition,0,0,Foliar Cover,27
74,Plant structure and composition,0,0,Foliar Cover,25
74,Plant structure and composition,0,0.921092557,Plant Canopy Cover,0
74,Plant structure and composition,0,0.598311995,Plant Canopy Cover,0
74,Plant structure and composition,0,0.332336565,Plant Canopy Cover,1
74,Plant structure and composition,0,0,Foliar Cover,20
74,Plant structure and composition,0,0,Foliar Cover,7
74,Plant structure and composition,0,0.052558019,Plant Canopy Cover,1
74,Plant structure and composition,0,0.019112007,Plant Canopy Cover,0
74,Plant structure and composition,0,0,Plant Canopy Cover,7.42
74,Plant structure and composition,0,0,Plant Canopy Cover,1
74,Plant structure and composition,0,0,Foliar Cover,6
74,Plant structure and composition,0,0,Foliar Cover,1
74,Plant structure and composition,0,0,Plant Foliar Cover,21.67
74,Plant structure and composition,0,0,Plant Density,34
74,Plant structure and composition,0,0.000709274,Plant Density,27
74,Plant structure and composition,0,0,Plant Density,43
74,Plant structure and composition,0,0.000425564,Plant Density,24
74,Plant structure and composition,0,0,Plant Density,46
74,Plant structure and composition,0,0.000283709,Plant Density,20
74,Plant structure and composition,0,0,Plant Density,18
74,Plant structure and composition,0,0.03858558,"Standing Biomass, Total",7.42
74,Plant structure and composition,0,0,Plant Basal Cover,37
74,Plant structure and composition,0,0,Plant Basal Cover,13
74,Plant structure and composition,0,0,Plant Basal Cover,2
74,Plant structure and composition,0,0,Plant Basal Cover,0
74,Plant structure and composition,0,0,Plant Basal Cover,8
74,Plant structure and composition,0,0,Plant Basal Cover,4
74,Plant structure and composition,0,0,Plant Basal Cover,7
74,Plant structure and composition,0,0,Plant Basal Cover,9
74,Plant structure and composition,0,0,Plant Basal Cover,6
74,Plant structure and composition,0,0,Plant Basal Cover,5
74,Plant structure and composition,0,0,Plant Basal Cover,3
74,Plant structure and composition,0,0,Foliar Cover,40
74,Plant structure and composition,0,0,Foliar Cover,5
74,Plant structure and composition,0,0,Foliar Cover,18
74,Plant structure and composition,0,0,Foliar Cover,13
74,Plant structure and composition,0,0,Foliar Cover,0
74,Plant structure and composition,-0.15,-0.007963216,Plant Basal Cover,40
74,Plant structure and composition,-0.2,-0.000530889,Plant Canopy Cover,19.5
74,Plant structure and composition,-0.25,-0.051127643,Foliar Cover,8
74,Plant structure and composition,-0.5,-0.001327223,Plant Canopy Cover,19.5
74,Plant structure and composition,-0.5,-0.102255286,Foliar Cover,4
74,Plant structure and composition,-0.5,-0.102255286,Foliar Cover,2
74,Plant structure and composition,-0.55,-0.001459945,Plant Canopy Cover,20.5
74,Plant structure and composition,-0.7,-0.001858112,Plant Canopy Cover,19.5
74,Plant structure and composition,-0.9,-0.002389001,Plant Canopy Cover,19.5
74,Plant structure and composition,-1.25,-0.255638214,Foliar Cover,46
74,Plant structure and composition,-1.5,-0.003981668,Plant Canopy Cover,19.5
74,Plant structure and composition,-1.7,-0.004512557,Plant Canopy Cover,20.5
74,Plant structure and composition,-2,-0.106176207,Plant Basal Cover,13
74,Plant structure and composition,-3,-0.007963336,Plant Canopy Cover,19.5
74,Plant structure and composition,-3.9,-0.010352337,Plant Canopy Cover,20.5
74,Plant structure and composition,-5,-0.208808787,Litter Cover,7.42
74,Plant structure and composition,-5.5,-1.124808143,Foliar Cover,0
74,Plant structure and composition,-6.4,-0.339763862,Plant Basal Cover,13
74,Plant structure and composition,-6.7,-0.017784784,Plant Canopy Cover,20.5
74,Plant structure and composition,-7,-1.431574001,Foliar Cover,3
74,Plant structure and composition,-7.5,-0.002127821,Plant Density,18
74,Plant structure and composition,-7.5,-1.533829287,Foliar Cover,13
74,Plant structure and composition,-7.5,-1.533829287,Foliar Cover,6
74,Plant structure and composition,-7.5,-1.533829287,Foliar Cover,2
74,Plant structure and composition,-7.58,-0.070927352,Plant Density,20.5
74,Plant structure and composition,-7.69,-0.000709274,Plant Density,40
74,Plant structure and composition,-7.75,-1.584956929,Foliar Cover,5
74,Plant structure and composition,-8,-1.636084572,Foliar Cover,46
74,Plant structure and composition,-8,-1.636084572,Foliar Cover,1
74,Plant structure and composition,-8,-1.636084572,Foliar Cover,18
74,Plant structure and composition,-8,-1.636084572,Foliar Cover,4
74,Plant structure and composition,-8.16,-0.000567419,Plant Density,40
74,Plant structure and composition,-8.33,-0.078020088,Plant Density,20.5
74,Plant structure and composition,-8.33,-0.000141855,Plant Density,34
74,Plant structure and composition,-9,-0.375855816,Litter Cover,20.5
74,Plant structure and composition,-9,-0.023890009,Plant Canopy Cover,20.5
74,Plant structure and composition,-9,-1.840595144,Foliar Cover,7
74,Plant structure and composition,-9.09,-0.000141855,Plant Density,18
74,Plant structure and composition,-9.5,-1.94285043,Foliar Cover,9
74,Plant structure and composition,-10,-0.417617574,Litter Cover,20.5
74,Plant structure and composition,-10,-0.417617574,Litter Cover,11.42
74,Plant structure and composition,-10.35,-2.116684415,Foliar Cover,43
74,Plant structure and composition,-10.5,-2.147361001,Foliar Cover,8
74,Plant structure and composition,-10.75,-2.198488644,Foliar Cover,40
74,Plant structure and composition,-11.25,-2.30074393,Foliar Cover,20
74,Plant structure and composition,-12,-0.031853345,Plant Canopy Cover,11.42
74,Plant structure and composition,-12.15,-2.484803444,Foliar Cover,37
74,Plant structure and composition,-12.91,-0.110299353,Plant Height,14
74,Plant structure and composition,-13,-0.03450779,Plant Canopy Cover,19.5
74,Plant structure and composition,-13,-0.690145346,Plant Basal Cover,13
74,Plant structure and composition,-13.04,-0.000212782,Plant Density,20.5
74,Plant structure and composition,-13.33,-0.001418547,Plant Density,37
74,Plant structure and composition,-13.5,-0.035835013,Plant Canopy Cover,19.5
74,Plant structure and composition,-14,-2.863148002,Foliar Cover,34
74,Plant structure and composition,-14.45,-2.955177759,Foliar Cover,25
74,Plant structure and composition,-14.5,-2.965403287,Foliar Cover,27
74,Plant structure and composition,-15,-0.62642636,Litter Cover,19.5
79,Terrestrial habitat for wildlife and invertebrates,250,0.418592379,Rodents captured,0
79,Terrestrial habitat for wildlife and invertebrates,200,0.167436952,Rodents captured,0
79,Terrestrial habitat for wildlife and invertebrates,166.67,0.418592379,Rodents captured,1
79,Terrestrial habitat for wildlife and invertebrates,100,0.083718476,Rodents captured,0
79,Terrestrial habitat for wildlife and invertebrates,22.58,0.586029331,Rodents captured,0
79,Terrestrial habitat for wildlife and invertebrates,19.17,0.431365535,Animal Number,14.58
79,Terrestrial habitat for wildlife and invertebrates,11.54,0.251155428,Rodents captured,0
79,Terrestrial habitat for wildlife and invertebrates,2.07,0.05829264,Animal Number,15.08
79,Terrestrial habitat for wildlife and invertebrates,0,0.251155428,Rodents captured,0
79,Terrestrial habitat for wildlife and invertebrates,0,0.167436952,Rodents captured,0
79,Terrestrial habitat for wildlife and invertebrates,0,0,Rodents captured,1
79,Terrestrial habitat for wildlife and invertebrates,0,0,Rodents captured,0
79,Terrestrial habitat for wildlife and invertebrates,0,0.083718476,Rodents captured,0
79,Terrestrial habitat for wildlife and invertebrates,0,0,Rodents captured,1
79,Terrestrial habitat for wildlife and invertebrates,0,0,Rodents captured,0
79,Terrestrial habitat for wildlife and invertebrates,-9.68,-0.251155428,Rodents captured,0
79,Terrestrial habitat for wildlife and invertebrates,-14.81,-0.334873904,Rodents captured,1
79,Terrestrial habitat for wildlife and invertebrates,-18.92,-0.586029331,Rodents captured,1
79,Terrestrial habitat for wildlife and invertebrates,-23.36,-1.165852797,Animal Number,1.5
79,Terrestrial habitat for wildlife and invertebrates,-33.33,-0.083718476,Rodents captured,1
79,Terrestrial habitat for wildlife and invertebrates,-38.46,-0.837184759,Rodents captured,0
79,Terrestrial habitat for wildlife and invertebrates,-50,-0.083718476,Rodents captured,0
79,Terrestrial habitat for wildlife and invertebrates,-51.35,-1.590651042,Rodents captured,1
79,Terrestrial habitat for wildlife and invertebrates,-62.96,-1.42321409,Rodents captured,1
79,Terrestrial habitat for wildlife and invertebrates,-75,-0.251155428,Rodents captured,1
79,Terrestrial habitat for wildlife and invertebrates,-100,-0.334873904,Rodents captured,1
79,Terrestrial habitat for wildlife and invertebrates,-100,-0.083718476,Rodents captured,1
79,Terrestrial habitat for wildlife and invertebrates,-100,-0.083718476,Rodents captured,0
79,Terrestrial habitat for wildlife and invertebrates,100,0.083718476,Rodents captured,1
79,Terrestrial habitat for wildlife and invertebrates,14.29,0.083718476,Rodents captured,1
79,Terrestrial habitat for wildlife and invertebrates,0,0,Rodents captured,1
79,Terrestrial habitat for wildlife and invertebrates,0,0,Rodents captured,1
79,Terrestrial habitat for wildlife and invertebrates,-20.69,-0.502310855,Rodents captured,1
79,Terrestrial habitat for wildlife and invertebrates,-21.05,-0.669747807,Rodents captured,1
79,Terrestrial habitat for wildlife and invertebrates,-35.71,-0.837184759,Rodents captured,1
79,Terrestrial habitat for wildlife and invertebrates,-37.5,-0.502310855,Rodents captured,1
79,Terrestrial habitat for wildlife and invertebrates,-66.67,-0.167436952,Rodents captured,1
79,Terrestrial habitat for wildlife and invertebrates,-100,-0.167436952,Rodents captured,1
79,Terrestrial habitat for wildlife and invertebrates,-100,-0.083718476,Rodents captured,1
